,Perc_probability,worry,flood_experience,perc_damage,self_efficacy_DP,self_efficacy_WP,resp_efficacy_DP,resp_efficacy_WP,perc_cost_DP,perc_cost_WP,implemented_DP,implemented_WP,perc_risk
371,0.02,0.25,1,0.5,0.8333333333333333,0.33333333333333337,0.5,0.33333333333333337,0.6666666666666666,0.5833333333333334,0.0,0.0,0.01
372,0.0,0.0,0,0.5,0.08333333333333331,0.25,0.5,0.5,0.75,0.8333333333333333,0.0,0.0,0.0
374,0.001,0.0,0,0.5,0.0,0.0,0.41666666666666663,0.5833333333333334,0.33333333333333337,0.5833333333333334,0.0,0.0,0.0005
376,0.0,0.0,1,0.0,0.0,0.0,0.08333333333333331,0.0,1.0,0.8333333333333333,0.0,0.0,0.0
379,0.01,0.0,0,0.75,0.08333333333333331,0.0,0.6666666666666666,0.5833333333333334,0.75,1.0,0.0,0.0,0.0075
381,0.001,0.25,1,0.5,0.25,0.75,0.8333333333333333,0.8333333333333333,0.6666666666666666,0.75,0.0,1.0,0.0005
386,0.001,0.25,1,0.5,0.0,0.0,0.5,0.5,0.5833333333333334,0.5833333333333334,0.0,0.0,0.0005
387,0.005,0.25,0,1.0,1.0,0.41666666666666663,0.5,0.5833333333333334,0.25,0.6666666666666666,0.0,0.0,0.005
389,0.0,0.0,0,0.25,0.0,0.0,0.5,0.41666666666666663,0.5,0.6666666666666666,0.0,0.0,0.0
391,0.002,0.75,1,0.75,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.41666666666666663,0.5833333333333334,0.75,0.0,1.0,0.0015
392,0.005,0.0,0,0.25,0.41666666666666663,0.5,0.5,0.6666666666666666,0.5833333333333334,0.8333333333333333,0.0,0.0,0.00125
393,0.0,0.0,0,0.5,0.5,0.6666666666666666,1.0,1.0,1.0,0.9166666666666667,0.0,0.0,0.0
395,0.01,0.25,0,0.25,0.0,0.0,1.0,0.9166666666666667,1.0,1.0,0.0,0.0,0.0025
399,0.0,0.25,0,0.25,0.5833333333333334,0.25,0.33333333333333337,0.41666666666666663,0.75,0.9166666666666667,0.0,0.0,0.0
401,0.01,1.0,0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.005
402,0.0,0.0,0,0.0,0.0,0.0,0.5,0.5,0.75,0.5833333333333334,0.0,0.0,0.0
404,0.02,0.25,0,0.75,0.0,0.0,0.41666666666666663,0.5833333333333334,0.75,0.8333333333333333,0.0,0.0,0.015
405,0.0,0.0,0,0.0,0.0,0.0,0.16666666666666669,0.5,0.5833333333333334,0.8333333333333333,0.0,0.0,0.0
406,0.0,0.0,0,0.75,0.41666666666666663,0.25,0.16666666666666669,0.41666666666666663,0.5,0.75,0.0,0.0,0.0
408,0.001,0.0,0,0.0,0.33333333333333337,0.08333333333333331,0.5,0.5833333333333334,0.41666666666666663,0.5833333333333334,0.0,0.0,0.0
411,0.1,0.25,1,0.0,0.0,0.0,0.5,0.5,1.0,0.9166666666666667,0.0,0.0,0.0
412,0.0,0.0,0,0.25,0.0,0.0,0.5,0.5,0.5833333333333334,0.75,0.0,0.0,0.0
413,0.002,0.0,0,0.0,0.16666666666666669,0.08333333333333331,0.25,0.41666666666666663,0.6666666666666666,0.75,0.0,0.0,0.0
414,0.0,0.25,0,0.75,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.0,0.0
416,0.02,0.75,0,0.5,0.0,0.0,0.41666666666666663,0.5833333333333334,0.8333333333333333,1.0,0.0,0.0,0.01
417,0.001,0.25,0,0.25,0.0,0.0,0.41666666666666663,0.6666666666666666,0.5,0.6666666666666666,0.0,0.0,0.00025
420,0.0,0.0,0,0.0,0.0,0.33333333333333337,0.16666666666666669,0.33333333333333337,0.5833333333333334,1.0,0.0,0.0,0.0
421,0.0,0.0,0,0.0,0.0,0.0,0.9166666666666667,0.8333333333333333,1.0,0.9166666666666667,0.0,0.0,0.0
422,0.0,0.0,0,0.5,0.33333333333333337,0.0,0.5833333333333334,0.41666666666666663,0.5833333333333334,0.75,0.0,0.0,0.0
424,0.002,0.25,0,0.5,0.16666666666666669,0.0,0.25,0.25,0.33333333333333337,0.9166666666666667,0.0,0.0,0.001
430,0.0,0.0,0,0.0,0.16666666666666669,0.16666666666666669,0.6666666666666666,0.6666666666666666,0.41666666666666663,0.5833333333333334,0.0,0.0,0.0
434,0.0,0.0,0,0.0,0.0,0.0,0.41666666666666663,0.5,0.5,0.5,0.0,0.0,0.0
436,0.1,0.5,0,0.5,0.41666666666666663,0.41666666666666663,0.5,0.5833333333333334,0.8333333333333333,0.75,0.0,0.0,0.05
440,0.0,0.0,0,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.0,0.0,0.0
441,0.001,0.5,0,1.0,0.0,0.0,0.33333333333333337,0.41666666666666663,0.41666666666666663,0.8333333333333333,0.0,0.0,0.001
442,0.001,0.0,0,0.0,0.5,0.5,0.41666666666666663,0.5,0.8333333333333333,1.0,0.0,0.0,0.0
443,1.0,0.75,1,0.25,1.0,0.75,0.5,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.0,1.0,0.25
445,0.0,0.0,0,0.5,0.0,0.0,0.41666666666666663,0.5833333333333334,1.0,0.9166666666666667,0.0,0.0,0.0
446,0.01,0.25,0,0.75,0.5,0.5833333333333334,0.5,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.0,0.0,0.0075
449,0.0,0.0,0,0.0,0.33333333333333337,0.08333333333333331,0.5,0.5,0.33333333333333337,0.5,0.0,0.0,0.0
451,0.0,0.0,0,0.0,0.5,0.08333333333333331,0.16666666666666669,0.08333333333333331,0.41666666666666663,0.6666666666666666,0.0,0.0,0.0
452,0.001,0.0,0,0.0,0.0,0.0,0.5,0.75,0.5833333333333334,0.75,0.0,0.0,0.0
454,0.01,0.25,0,0.0,0.0,0.0,0.5,0.25,0.41666666666666663,0.75,0.0,0.0,0.0
457,0.0,0.0,0,0.0,0.0,0.0,0.16666666666666669,0.0,1.0,0.8333333333333333,0.0,0.0,0.0
458,0.001,0.0,0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0005
459,0.001,0.25,0,1.0,0.41666666666666663,0.33333333333333337,0.33333333333333337,0.16666666666666669,0.33333333333333337,0.8333333333333333,0.0,0.0,0.001
461,0.0,0.0,0,0.5,0.0,0.0,0.75,0.75,1.0,1.0,0.0,0.0,0.0
462,0.005,0.75,0,0.5,0.25,0.0,0.5833333333333334,0.41666666666666663,0.6666666666666666,0.9166666666666667,0.0,0.0,0.0025
463,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
465,0.002,0.25,0,0.0,0.33333333333333337,0.08333333333333331,0.33333333333333337,0.5,0.33333333333333337,0.9166666666666667,0.0,0.0,0.0
467,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
469,0.001,0.5,0,0.5,0.41666666666666663,0.5,0.41666666666666663,0.5,0.5833333333333334,0.5833333333333334,0.0,0.0,0.0005
471,0.001,0.0,0,0.0,0.5,0.5,0.25,0.41666666666666663,1.0,0.8333333333333333,0.0,0.0,0.0
477,0.0,0.0,0,0.5,0.25,0.33333333333333337,0.5,0.5,0.5833333333333334,0.6666666666666666,1.0,0.0,0.0
478,0.001,0.25,0,0.0,0.5833333333333334,0.5,0.33333333333333337,0.41666666666666663,0.6666666666666666,0.9166666666666667,0.0,0.0,0.0
481,0.0,0.0,0,0.0,0.16666666666666669,0.0,0.25,0.0,0.75,1.0,0.0,0.0,0.0
483,0.0,0.0,0,0.0,0.25,0.33333333333333337,0.41666666666666663,0.41666666666666663,0.8333333333333333,0.9166666666666667,0.0,1.0,0.0
484,0.0,0.0,0,0.5,0.0,0.0,0.0,0.16666666666666669,0.5,0.5,0.0,0.0,0.0
485,0.0,0.0,0,0.5,0.25,0.33333333333333337,0.5,0.5833333333333334,0.75,1.0,0.0,0.0,0.0
486,0.0,0.0,1,0.0,0.5833333333333334,0.5,0.6666666666666666,0.75,0.5,0.6666666666666666,0.0,0.0,0.0
487,0.0,0.0,0,0.25,0.41666666666666663,0.25,0.25,0.33333333333333337,0.41666666666666663,0.33333333333333337,0.0,0.0,0.0
488,0.02,0.25,0,0.25,0.25,0.0,0.5833333333333334,0.41666666666666663,0.6666666666666666,0.75,0.0,0.0,0.005
489,0.01,0.0,0,0.0,0.16666666666666669,0.33333333333333337,0.8333333333333333,0.6666666666666666,0.25,0.6666666666666666,0.0,1.0,0.0
494,0.001,0.0,0,0.0,0.0,0.0,0.5,0.5,0.75,0.9166666666666667,0.0,0.0,0.0
495,0.0,0.0,0,0.0,0.0,0.0,0.33333333333333337,0.0,0.5833333333333334,0.9166666666666667,0.0,0.0,0.0
496,1.0,0.5,1,0.75,0.25,0.0,0.5833333333333334,0.33333333333333337,1.0,1.0,1.0,0.0,0.75
497,0.0,0.25,0,0.75,0.0,0.0,0.5,0.41666666666666663,1.0,1.0,0.0,0.0,0.0
499,0.002,0.0,0,0.25,0.33333333333333337,0.5,0.5,0.41666666666666663,0.5833333333333334,0.5,0.0,0.0,0.0005
501,0.0,0.0,0,0.0,0.0,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0
502,0.0,0.0,0,0.0,0.5,0.8333333333333333,0.25,0.25,0.5,0.6666666666666666,0.0,0.0,0.0
506,0.0,0.0,0,0.5,0.0,0.0,1.0,1.0,1.0,0.9166666666666667,0.0,0.0,0.0
507,0.002,0.0,0,0.75,0.25,0.16666666666666669,0.0,0.16666666666666669,0.33333333333333337,0.5833333333333334,0.0,0.0,0.0015
510,0.0,0.0,0,0.25,0.5,0.41666666666666663,0.41666666666666663,0.33333333333333337,0.5,0.5833333333333334,0.0,0.0,0.0
514,0.1,0.25,1,0.0,0.16666666666666669,0.0,0.16666666666666669,0.0,1.0,1.0,0.0,0.0,0.0
515,0.0,0.0,0,0.0,0.0,0.0,0.75,0.5,0.75,0.75,0.0,0.0,0.0
519,0.001,0.25,0,0.5,0.33333333333333337,0.16666666666666669,0.5833333333333334,0.5833333333333334,0.6666666666666666,1.0,0.0,0.0,0.0005
520,0.0,0.0,0,0.75,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.0,0.0,0.0
523,0.0,0.0,0,0.0,0.0,0.0,0.08333333333333331,0.0,0.5833333333333334,1.0,0.0,0.0,0.0
524,0.001,0.0,0,0.0,0.5,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.5833333333333334,0.6666666666666666,0.0,0.0,0.0
526,0.001,0.0,0,0.0,0.0,0.0,0.5833333333333334,0.33333333333333337,0.8333333333333333,0.9166666666666667,0.0,0.0,0.0
527,0.002,0.25,0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.001
528,0.005,0.0,0,0.25,0.0,0.0,0.41666666666666663,0.5833333333333334,0.5833333333333334,0.75,0.0,0.0,0.00125
530,0.01,0.0,0,0.0,0.0,0.0,0.41666666666666663,0.5,0.25,0.75,0.0,0.0,0.0
531,0.0,0.0,0,0.5,0.0,0.0,0.25,0.41666666666666663,0.41666666666666663,0.6666666666666666,0.0,0.0,0.0
533,0.002,0.25,0,0.25,0.33333333333333337,0.5,0.33333333333333337,0.33333333333333337,0.41666666666666663,0.5833333333333334,0.0,0.0,0.0005
536,0.0,0.0,0,0.0,0.0,0.0,0.75,0.75,0.5,0.5,0.0,0.0,0.0
538,0.001,0.0,0,0.25,0.08333333333333331,0.33333333333333337,0.5,0.6666666666666666,0.5833333333333334,0.8333333333333333,0.0,0.0,0.00025
540,0.02,0.25,0,0.25,0.0,0.0,0.5833333333333334,0.33333333333333337,1.0,1.0,0.0,0.0,0.005
541,0.002,0.5,0,0.5,0.0,0.0,0.6666666666666666,0.41666666666666663,0.6666666666666666,0.8333333333333333,0.0,0.0,0.001
542,0.0,0.0,0,0.25,0.41666666666666663,0.16666666666666669,0.25,0.25,0.8333333333333333,0.8333333333333333,0.0,0.0,0.0
544,0.0,0.0,0,0.0,0.5,0.16666666666666669,0.5833333333333334,0.41666666666666663,0.75,0.8333333333333333,0.0,0.0,0.0
547,0.0,0.5,1,0.5,0.5,0.08333333333333331,0.33333333333333337,0.0,1.0,1.0,0.0,0.0,0.0
548,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
550,0.0,0.0,0,0.0,0.16666666666666669,0.0,0.6666666666666666,1.0,0.5,0.0,0.0,1.0,0.0
551,0.0,0.0,0,0.0,0.41666666666666663,0.33333333333333337,0.33333333333333337,0.16666666666666669,0.75,0.9166666666666667,0.0,0.0,0.0
553,0.001,0.0,1,0.25,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.33333333333333337,0.5833333333333334,0.8333333333333333,0.0,0.0,0.00025
554,0.01,0.0,0,0.75,0.0,0.0,0.5,0.5,0.8333333333333333,0.9166666666666667,0.0,0.0,0.0075
555,0.0,1.0,0,0.75,0.0,0.0,0.75,0.75,1.0,1.0,0.0,0.0,0.0
556,0.001,0.0,0,0.0,1.0,0.16666666666666669,0.5833333333333334,0.33333333333333337,0.9166666666666667,0.6666666666666666,0.0,0.0,0.0
557,0.002,0.25,1,0.0,0.08333333333333331,0.0,0.25,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.0,0.0,0.0
559,0.01,0.25,0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0
560,0.1,1.0,0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.1
562,0.002,0.0,0,0.5,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.001
563,0.002,0.25,0,0.5,0.08333333333333331,0.41666666666666663,0.33333333333333337,0.5,0.0,0.08333333333333331,0.0,1.0,0.001
567,0.01,0.25,0,0.25,0.0,0.0,0.5,0.5833333333333334,0.6666666666666666,1.0,0.0,0.0,0.0025
568,0.02,0.25,1,0.5,0.33333333333333337,0.0,0.0,0.0,0.9166666666666667,1.0,0.0,0.0,0.01
569,0.002,0.25,1,0.75,0.5,0.5,0.0,0.08333333333333331,0.5833333333333334,0.8333333333333333,0.0,0.0,0.0015
570,0.001,0.0,1,0.0,0.6666666666666666,0.25,0.5,0.0,0.5,0.8333333333333333,0.0,1.0,0.0
571,0.002,0.0,1,0.25,0.0,0.0,0.25,0.25,1.0,1.0,0.0,0.0,0.0005
572,0.0,0.0,1,0.25,0.25,0.08333333333333331,0.5,0.6666666666666666,0.41666666666666663,0.6666666666666666,0.0,0.0,0.0
573,0.02,0.25,1,0.75,0.16666666666666669,0.0,1.0,0.8333333333333333,0.5833333333333334,1.0,0.0,0.0,0.015
574,0.0,0.0,0,0.0,0.5,0.16666666666666669,0.41666666666666663,0.16666666666666669,0.75,0.8333333333333333,0.0,0.0,0.0
575,0.02,0.75,1,1.0,0.0,0.0,0.25,0.41666666666666663,1.0,1.0,0.0,0.0,0.02
576,0.0,0.0,0,0.0,0.33333333333333337,0.0,0.8333333333333333,0.8333333333333333,1.0,1.0,0.0,0.0,0.0
579,0.0,0.0,1,0.0,0.5,0.5,0.75,0.75,0.75,0.75,0.0,0.0,0.0
580,0.02,0.0,0,0.25,0.41666666666666663,0.16666666666666669,0.41666666666666663,0.41666666666666663,0.5,0.8333333333333333,0.0,0.0,0.005
583,0.0,0.0,0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,0.8333333333333333,1.0,0.0,0.0,0.0
585,0.0,0.0,0,0.0,0.25,0.16666666666666669,0.41666666666666663,0.6666666666666666,0.8333333333333333,0.8333333333333333,0.0,0.0,0.0
586,0.001,0.0,0,0.0,0.0,0.0,0.25,0.0,0.41666666666666663,0.8333333333333333,0.0,0.0,0.0
587,0.0,0.0,0,0.0,0.5833333333333334,0.41666666666666663,0.33333333333333337,0.6666666666666666,1.0,1.0,0.0,1.0,0.0
588,0.01,0.0,0,0.0,0.0,0.0,0.08333333333333331,0.0,1.0,1.0,0.0,0.0,0.0
589,0.0,0.0,0,0.0,0.41666666666666663,0.0,0.6666666666666666,0.75,1.0,1.0,0.0,0.0,0.0
590,1.0,0.0,0,0.0,0.0,0.0,0.5833333333333334,0.0,1.0,1.0,0.0,0.0,0.0
591,0.001,0.0,0,0.25,0.25,0.0,0.25,0.25,0.5,0.5,0.0,0.0,0.00025
593,0.0,0.0,0,0.0,0.25,0.08333333333333331,0.9166666666666667,1.0,0.5833333333333334,0.9166666666666667,0.0,0.0,0.0
594,0.001,0.0,0,1.0,0.5833333333333334,0.5,0.41666666666666663,0.41666666666666663,0.5833333333333334,0.75,1.0,0.0,0.001
595,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
597,0.001,0.25,0,0.25,0.08333333333333331,0.0,0.33333333333333337,0.5,0.41666666666666663,0.5833333333333334,0.0,0.0,0.00025
600,0.0,0.0,0,0.0,0.5,0.5833333333333334,0.75,0.75,0.5,0.5,0.0,0.0,0.0
601,0.0,0.0,0,0.0,0.75,0.33333333333333337,0.5,0.33333333333333337,0.25,0.8333333333333333,0.0,0.0,0.0
603,0.0,0.0,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.0,0.0,0.0
604,0.001,0.0,0,0.0,0.16666666666666669,0.0,0.6666666666666666,0.5,0.75,0.8333333333333333,0.0,0.0,0.0
606,0.0,0.0,0,0.0,0.0,0.0,0.6666666666666666,0.16666666666666669,1.0,1.0,0.0,0.0,0.0
607,0.005,0.75,0,0.25,0.8333333333333333,0.0,0.5,0.0,0.5,0.6666666666666666,0.0,1.0,0.00125
608,0.0,0.5,0,0.5,0.9166666666666667,0.5833333333333334,0.5,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.0,0.0,0.0
609,0.001,0.0,0,0.0,0.6666666666666666,0.5833333333333334,0.5,0.5833333333333334,0.5,0.8333333333333333,0.0,0.0,0.0
611,0.01,0.5,1,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.005
612,0.01,0.25,0,0.25,0.16666666666666669,0.25,0.33333333333333337,0.25,0.9166666666666667,0.5833333333333334,0.0,0.0,0.0025
615,0.02,1.0,0,1.0,0.5,0.5833333333333334,0.6666666666666666,0.75,0.5833333333333334,0.5833333333333334,0.0,0.0,0.02
617,0.001,0.0,0,0.5,0.25,0.08333333333333331,0.25,0.5,0.5,0.8333333333333333,0.0,0.0,0.0005
618,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
620,1.0,0.25,0,0.5,1.0,1.0,0.41666666666666663,0.5,1.0,1.0,0.0,0.0,0.5
622,0.0,0.5,0,0.5,0.08333333333333331,0.25,0.6666666666666666,0.5833333333333334,0.5,0.6666666666666666,0.0,0.0,0.0
623,0.001,0.25,1,0.5,0.0,0.0,0.6666666666666666,0.5,0.5,0.6666666666666666,0.0,0.0,0.0005
624,0.0,0.0,0,0.25,0.0,0.0,0.25,0.41666666666666663,1.0,1.0,0.0,0.0,0.0
625,0.0,0.0,0,0.0,0.75,0.5833333333333334,0.16666666666666669,0.33333333333333337,0.33333333333333337,0.25,0.0,0.0,0.0
627,0.001,0.25,1,0.0,0.16666666666666669,0.16666666666666669,0.5,0.5,0.75,0.75,0.0,0.0,0.0
630,0.001,0.0,0,0.25,0.0,0.0,0.5,0.8333333333333333,1.0,1.0,0.0,0.0,0.00025
631,0.1,0.25,1,1.0,0.9166666666666667,0.5833333333333334,0.9166666666666667,1.0,1.0,0.75,0.0,1.0,0.1
633,0.0,0.0,0,0.25,0.33333333333333337,0.16666666666666669,0.33333333333333337,0.6666666666666666,0.5833333333333334,0.75,0.0,0.0,0.0
635,0.001,0.0,0,0.5,0.0,0.33333333333333337,0.5,1.0,0.6666666666666666,0.9166666666666667,0.0,0.0,0.0005
636,0.001,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0005
637,0.0,0.25,0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
638,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
640,0.0,0.0,0,0.0,0.33333333333333337,0.0,0.5,0.25,0.75,0.9166666666666667,0.0,0.0,0.0
641,0.0,0.0,0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
642,0.005,0.25,0,0.5,0.0,0.0,0.5,0.5833333333333334,0.5833333333333334,0.9166666666666667,0.0,0.0,0.0025
643,0.02,0.25,0,0.25,0.33333333333333337,0.0,0.41666666666666663,0.41666666666666663,0.41666666666666663,1.0,0.0,0.0,0.005
646,0.01,0.0,0,0.25,0.41666666666666663,0.0,0.5,0.08333333333333331,0.33333333333333337,0.6666666666666666,0.0,0.0,0.0025
647,0.0,0.0,0,0.0,0.0,0.33333333333333337,0.6666666666666666,1.0,0.75,0.6666666666666666,0.0,1.0,0.0
648,0.0,0.0,1,0.25,0.6666666666666666,0.0,0.25,0.5,0.75,0.8333333333333333,0.0,0.0,0.0
650,0.0,0.0,0,0.25,0.08333333333333331,0.16666666666666669,0.33333333333333337,0.33333333333333337,0.9166666666666667,1.0,0.0,0.0,0.0
651,0.0,0.0,0,0.0,0.0,0.0,0.5,0.5,1.0,0.9166666666666667,0.0,0.0,0.0
652,0.0,0.0,0,0.0,1.0,1.0,0.5,0.6666666666666666,0.41666666666666663,0.6666666666666666,0.0,1.0,0.0
655,0.01,0.25,1,0.0,0.6666666666666666,0.25,0.33333333333333337,0.08333333333333331,0.41666666666666663,0.6666666666666666,0.0,0.0,0.0
657,0.005,0.25,0,1.0,0.0,0.0,0.5833333333333334,0.25,0.5833333333333334,0.8333333333333333,0.0,0.0,0.005
658,0.0,0.25,1,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
659,0.001,0.25,0,0.0,0.33333333333333337,0.0,0.33333333333333337,0.08333333333333331,0.25,0.9166666666666667,0.0,0.0,0.0
661,0.0,0.25,0,0.0,0.5,0.41666666666666663,0.5,0.6666666666666666,0.25,0.6666666666666666,0.0,0.0,0.0
662,0.005,0.25,0,0.0,0.0,0.08333333333333331,0.75,0.41666666666666663,0.6666666666666666,0.8333333333333333,0.0,0.0,0.0
665,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
666,0.0,0.0,0,0.0,0.41666666666666663,0.25,0.5,0.5,0.5833333333333334,0.75,0.0,0.0,0.0
668,0.0,0.0,0,0.0,0.75,0.33333333333333337,0.16666666666666669,0.33333333333333337,0.75,1.0,0.0,0.0,0.0
669,0.005,0.75,0,0.75,0.0,0.08333333333333331,0.33333333333333337,0.5,1.0,0.8333333333333333,0.0,0.0,0.00375
670,0.0,0.0,0,0.0,0.0,0.0,0.0,0.33333333333333337,1.0,1.0,0.0,0.0,0.0
672,0.001,0.0,0,0.0,0.08333333333333331,0.25,0.41666666666666663,0.25,0.41666666666666663,0.41666666666666663,0.0,0.0,0.0
673,0.01,0.75,0,0.75,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0075
674,0.002,0.0,0,0.5,0.33333333333333337,0.16666666666666669,0.41666666666666663,0.16666666666666669,0.41666666666666663,0.8333333333333333,0.0,0.0,0.001
676,0.01,0.75,0,0.5,0.0,1.0,0.6666666666666666,0.75,1.0,1.0,0.0,0.0,0.005
677,0.0,0.0,0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.0,0.0,0.0
678,0.001,0.0,0,0.0,0.08333333333333331,0.0,0.25,0.25,0.5,0.75,0.0,0.0,0.0
679,1.0,0.25,1,0.75,0.0,0.0,0.75,0.6666666666666666,0.75,1.0,0.0,0.0,0.75
681,0.1,0.5,0,0.25,0.0,0.0,0.5,0.5833333333333334,1.0,1.0,0.0,0.0,0.025
682,0.0,0.0,0,0.75,1.0,0.9166666666666667,0.08333333333333331,0.16666666666666669,0.41666666666666663,0.5833333333333334,0.0,0.0,0.0
683,0.0,0.0,0,0.0,0.0,0.08333333333333331,0.0,0.0,1.0,1.0,0.0,0.0,0.0
687,0.0,0.0,0,0.25,0.0,0.0,0.08333333333333331,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.0,0.0,0.0
692,0.0,0.0,0,0.0,0.0,0.0,0.6666666666666666,0.5833333333333334,1.0,0.8333333333333333,0.0,0.0,0.0
693,0.1,0.25,1,0.0,0.9166666666666667,0.41666666666666663,0.5833333333333334,0.41666666666666663,0.41666666666666663,0.6666666666666666,0.0,0.0,0.0
694,0.002,0.75,1,0.75,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.5833333333333334,0.8333333333333333,0.6666666666666666,1.0,0.0,0.0015
695,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,0.5833333333333334,1.0,0.0,1.0,0.0
696,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0
697,0.0,0.0,0,0.0,0.0,0.0,0.41666666666666663,0.5833333333333334,1.0,0.6666666666666666,0.0,0.0,0.0
699,0.001,0.0,0,0.25,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.8333333333333333,0.41666666666666663,0.5833333333333334,0.0,0.0,0.00025
700,0.0,0.0,1,0.0,0.33333333333333337,0.33333333333333337,0.0,0.0,0.33333333333333337,0.75,0.0,1.0,0.0
703,0.0,0.0,0,0.25,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.5833333333333334,0.41666666666666663,0.41666666666666663,0.0,0.0,0.0
707,0.0,0.0,1,0.0,0.33333333333333337,0.0,0.0,0.0,0.6666666666666666,0.9166666666666667,0.0,0.0,0.0
708,0.0,0.0,0,0.5,0.16666666666666669,0.6666666666666666,0.41666666666666663,0.5833333333333334,0.75,0.8333333333333333,0.0,0.0,0.0
709,0.0,0.0,0,0.75,0.0,0.0,0.16666666666666669,0.08333333333333331,0.25,0.16666666666666669,0.0,0.0,0.0
710,0.0,0.25,0,0.5,0.41666666666666663,0.6666666666666666,0.5833333333333334,0.33333333333333337,0.75,0.75,0.0,0.0,0.0
712,0.005,0.0,0,0.0,0.16666666666666669,0.0,0.16666666666666669,0.08333333333333331,0.6666666666666666,0.8333333333333333,0.0,0.0,0.0
713,0.0,0.0,0,0.5,1.0,1.0,0.5833333333333334,0.41666666666666663,0.5,0.41666666666666663,0.0,0.0,0.0
716,0.0,0.0,0,0.0,0.0,0.0,0.8333333333333333,0.75,0.9166666666666667,0.9166666666666667,0.0,0.0,0.0
717,0.001,0.0,0,0.25,0.25,0.5,0.08333333333333331,0.5833333333333334,0.5833333333333334,0.8333333333333333,0.0,0.0,0.00025
719,0.0,0.0,0,0.0,0.0,0.0,0.5,0.41666666666666663,0.25,0.75,0.0,0.0,0.0
721,0.002,0.5,0,0.5,0.5,0.5,0.33333333333333337,0.5,0.5833333333333334,0.33333333333333337,1.0,1.0,0.001
723,0.02,0.25,1,0.0,0.16666666666666669,0.0,0.08333333333333331,0.16666666666666669,0.33333333333333337,0.9166666666666667,0.0,0.0,0.0
725,0.001,0.25,0,0.25,0.0,0.0,0.5833333333333334,0.41666666666666663,0.6666666666666666,0.9166666666666667,0.0,0.0,0.00025
726,0.0,0.0,0,0.0,0.0,0.16666666666666669,0.75,0.75,1.0,0.8333333333333333,0.0,0.0,0.0
727,0.0,0.25,0,0.75,0.0,0.16666666666666669,0.25,0.75,0.5833333333333334,1.0,0.0,0.0,0.0
728,0.0,0.0,0,0.5,0.0,0.0,0.6666666666666666,0.5,0.75,0.8333333333333333,0.0,0.0,0.0
731,0.0,0.0,0,0.0,0.33333333333333337,0.25,0.33333333333333337,0.0,0.8333333333333333,0.9166666666666667,0.0,0.0,0.0
733,0.0,0.0,0,0.0,0.0,0.0,0.41666666666666663,0.5,0.8333333333333333,0.9166666666666667,0.0,0.0,0.0
