,wet-proofing,dry-proofing
Intercept,-2.382891002312257,-4.67177283091222
worry,0.8351560365134342,0.3524070245246781
perc_damage,0.15865663843752514,0.34518478994107726
Perc_probability,-0.3449500676077063,-0.05880167341496487
flood_experience,0.7248682368761468,0.24070222891401938
self_efficacy,0.6432834947530413,0.7431351418058262
resp_efficacy,0.42686885537001773,0.23785312212593318
perc_cost,-1.4258860648665674,-0.6504909759726115
done_other,1.634870619083835,6.105131342052666
