,R05_worry,Q18_flood_exp,Q0_age,Q53_income_UK,Q4_home_size_UK,R03_perc_damage,self_efficacy_DP,self_efficacy_WP,resp_efficacy_DP,resp_efficacy_WP,perc_cost_DP,perc_cost_WP,implemented_DP,implemented_WP,Perc_probability,Level_Education,annual_income,savings_multiplier,house_size,savings,weight_PMT,weight_SN
221,0.0,0,59,3,3,0.0,0.5833333333333334,1.0,0.9166666666666667,0.8333333333333333,0.6666666666666666,0.41666666666666663,0.0,0.0,0.0,1.0,32707.149999999998,1.5,24.442379182156134,49060.725,0.1,0.9
222,0.0,0,69,5,98,1.0,0.5,0.5,0.5,0.5,0.5833333333333334,0.8333333333333333,0.0,0.0,0.001,3.0,83518.75,4.0,86.43122676579925,334075.0,0.5,0.5
223,0.5,0,50,5,1,0.75,0.0,0.0,0.75,0.5833333333333334,0.75,0.9166666666666667,0.0,0.0,0.1,4.0,83518.75,0.0,10.687732342007434,0.0,0.7,0.30000000000000004
224,1.0,1,43,2,3,0.75,0.6666666666666666,0.75,0.5,0.41666666666666663,0.5833333333333334,0.6666666666666666,0.0,0.0,0.001,3.0,20575.8,4.0,24.442379182156134,82303.2,0.5,0.5
226,0.0,0,64,5,6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,83518.75,4.0,105.57620817843866,334075.0,0.1,0.9
229,0.0,0,33,5,98,0.25,0.0,0.0,0.5,0.6666666666666666,0.5,0.5833333333333334,0.0,0.0,0.0,4.0,83518.75,1.5,86.43122676579925,125278.125,0.3,0.7
232,0.0,0,24,5,1,0.25,0.5833333333333334,0.5,0.41666666666666663,0.75,0.41666666666666663,0.6666666666666666,0.0,0.0,0.001,3.0,83518.75,4.0,10.687732342007434,334075.0,0.3,0.7
233,0.25,0,54,5,98,0.25,0.33333333333333337,0.25,0.16666666666666669,0.16666666666666669,0.5833333333333334,0.8333333333333333,0.0,0.0,0.02,4.0,83518.75,4.0,86.43122676579925,334075.0,0.5,0.5
237,0.25,1,36,2,4,0.0,0.25,0.0,1.0,0.5833333333333334,0.75,1.0,0.0,0.0,0.001,2.0,20575.8,0.0,34.85130111524164,0.0,0.9,0.09999999999999998
238,0.0,0,50,1,2,0.0,0.0,0.0,0.33333333333333337,0.0,0.6666666666666666,0.75,0.0,0.0,0.0,2.0,18149.3,0.0,18.58736059479554,0.0,0.5,0.5
242,0.0,0,56,1,6,0.0,1.0,1.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,1.0,18149.3,4.0,105.57620817843866,72597.2,0.9,0.09999999999999998
243,0.0,0,67,5,4,0.0,0.41666666666666663,0.25,0.5833333333333334,0.8333333333333333,0.5833333333333334,0.9166666666666667,0.0,0.0,0.0,2.0,83518.75,4.0,34.85130111524164,334075.0,0.5,0.5
244,0.0,0,50,1,4,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,2.0,18149.3,0.0,34.85130111524164,0.0,0.5,0.5
245,0.0,0,37,5,98,0.25,0.25,0.41666666666666663,0.33333333333333337,0.6666666666666666,0.5,0.8333333333333333,0.0,0.0,0.0,4.0,83518.75,4.0,86.43122676579925,334075.0,0.5,0.5
246,0.0,0,52,5,2,0.0,1.0,1.0,0.25,0.25,0.5,0.9166666666666667,0.0,0.0,0.001,3.0,83518.75,3.0,18.58736059479554,250556.25,0.9,0.09999999999999998
247,0.0,0,69,4,98,1.0,0.0,0.5,0.16666666666666669,0.5,0.6666666666666666,0.75,0.0,0.0,0.01,4.0,44266.95,4.0,86.43122676579925,177067.8,0.3,0.7
252,0.0,1,50,3,6,0.0,0.0,0.0,0.16666666666666669,0.0,0.6666666666666666,0.9166666666666667,0.0,0.0,0.02,3.0,32707.149999999998,0.0,105.57620817843866,0.0,0.1,0.9
253,0.0,0,39,5,1,0.25,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.001,4.0,83518.75,4.0,10.687732342007434,334075.0,0.7,0.30000000000000004
255,0.0,0,48,5,6,0.75,0.5,0.25,0.16666666666666669,0.0,0.75,0.8333333333333333,0.0,0.0,0.0,4.0,83518.75,4.0,105.57620817843866,334075.0,0.5,0.5
256,0.0,0,70,5,3,0.0,0.25,0.0,0.0,0.0,0.33333333333333337,0.5833333333333334,0.0,0.0,0.005,4.0,83518.75,3.0,24.442379182156134,250556.25,0.7,0.30000000000000004
263,0.0,0,65,5,98,0.0,0.0,0.0,0.75,0.5,0.9166666666666667,0.8333333333333333,0.0,0.0,0.0,4.0,83518.75,4.0,86.43122676579925,334075.0,0.5,0.5
265,0.0,0,49,3,98,0.0,0.0,0.0,0.5,0.41666666666666663,1.0,1.0,0.0,0.0,0.0,3.0,32707.149999999998,4.0,86.43122676579925,130828.59999999999,0.5,0.5
266,0.25,0,55,4,98,0.25,0.0,0.0,0.41666666666666663,0.5,1.0,1.0,0.0,0.0,0.001,3.0,44266.95,1.0,86.43122676579925,44266.95,0.9,0.09999999999999998
267,0.0,0,38,5,1,0.25,0.0,0.0,0.0,0.0,0.6666666666666666,0.75,0.0,0.0,0.0,3.0,83518.75,1.0,10.687732342007434,83518.75,0.5,0.5
268,0.5,0,24,5,6,0.75,0.5,0.41666666666666663,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.5,1.0,1.0,0.0,4.0,83518.75,4.0,105.57620817843866,334075.0,0.5,0.5
270,0.25,0,33,5,6,0.5,0.0,0.0,0.33333333333333337,0.41666666666666663,0.5,0.6666666666666666,0.0,0.0,0.005,3.0,83518.75,2.0,105.57620817843866,167037.5,0.5,0.5
271,0.0,0,59,1,6,0.0,0.0,0.0,0.0,0.0,0.41666666666666663,0.75,0.0,0.0,0.0,4.0,18149.3,4.0,105.57620817843866,72597.2,0.1,0.9
272,0.25,0,50,5,4,0.25,0.33333333333333337,0.41666666666666663,0.6666666666666666,0.41666666666666663,0.9166666666666667,0.75,0.0,0.0,0.01,3.0,83518.75,4.0,34.85130111524164,334075.0,0.3,0.7
274,0.0,0,80,2,4,0.75,0.0,0.0,0.33333333333333337,0.25,0.6666666666666666,1.0,0.0,0.0,0.0,4.0,20575.8,4.0,34.85130111524164,82303.2,0.1,0.9
275,0.0,0,30,5,6,0.0,0.25,0.0,0.16666666666666669,0.33333333333333337,0.41666666666666663,0.6666666666666666,0.0,0.0,0.001,4.0,83518.75,4.0,105.57620817843866,334075.0,0.5,0.5
278,0.25,0,46,5,6,1.0,0.08333333333333331,0.16666666666666669,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.75,0.0,1.0,0.02,4.0,83518.75,4.0,105.57620817843866,334075.0,0.5,0.5
279,0.0,0,35,5,6,0.75,0.5833333333333334,0.25,0.33333333333333337,0.33333333333333337,0.75,0.8333333333333333,0.0,0.0,0.005,3.0,83518.75,4.0,105.57620817843866,334075.0,0.1,0.9
286,0.0,0,19,5,2,0.0,0.5,0.5833333333333334,0.5,0.33333333333333337,0.6666666666666666,0.9166666666666667,0.0,0.0,0.0,2.0,83518.75,4.0,18.58736059479554,334075.0,0.1,0.9
290,0.0,0,64,1,1,0.0,0.0,0.0,0.5833333333333334,0.5,1.0,0.8333333333333333,0.0,0.0,0.0,3.0,18149.3,0.5,10.687732342007434,9074.65,0.5,0.5
291,0.0,0,71,3,5,0.0,1.0,0.5,0.16666666666666669,0.0,0.41666666666666663,0.9166666666666667,0.0,0.0,0.0,3.0,32707.149999999998,4.0,38.38289962825279,130828.59999999999,0.7,0.30000000000000004
292,0.5,0,30,5,5,0.5,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.75,0.6666666666666666,0.41666666666666663,1.0,1.0,0.0,4.0,83518.75,0.5,38.38289962825279,41759.375,0.7,0.30000000000000004
293,0.0,0,80,3,98,0.0,0.5833333333333334,0.5833333333333334,0.5,0.5,0.75,0.75,0.0,0.0,0.0,2.0,32707.149999999998,4.0,86.43122676579925,130828.59999999999,0.5,0.5
294,0.0,0,36,5,6,0.25,0.5833333333333334,0.25,0.5833333333333334,0.08333333333333331,0.5,0.9166666666666667,0.0,0.0,0.1,3.0,83518.75,0.0,105.57620817843866,0.0,0.7,0.30000000000000004
295,0.25,0,30,2,2,0.5,0.0,0.0,0.25,0.25,1.0,1.0,0.0,0.0,0.0,3.0,20575.8,1.0,18.58736059479554,20575.8,0.5,0.5
296,0.0,0,31,5,6,1.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.6666666666666666,0.75,0.0,0.0,0.001,3.0,83518.75,3.0,105.57620817843866,250556.25,0.7,0.30000000000000004
297,0.5,0,33,1,3,0.5,0.41666666666666663,0.5,0.5833333333333334,0.75,0.5,0.5833333333333334,0.0,0.0,0.1,3.0,18149.3,0.0,24.442379182156134,0.0,0.7,0.30000000000000004
299,0.0,0,71,4,98,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,44266.95,3.0,86.43122676579925,132800.84999999998,0.9,0.09999999999999998
301,0.25,0,38,5,3,0.75,0.0,0.41666666666666663,0.25,0.33333333333333337,1.0,0.75,0.0,0.0,0.02,4.0,83518.75,4.0,24.442379182156134,334075.0,0.5,0.5
302,0.0,0,75,3,98,0.0,0.0,0.25,0.5833333333333334,0.41666666666666663,0.8333333333333333,0.8333333333333333,0.0,0.0,0.0,4.0,32707.149999999998,1.5,86.43122676579925,49060.725,0.1,0.9
303,0.0,1,52,5,6,0.0,0.16666666666666669,0.0,1.0,0.33333333333333337,0.5833333333333334,0.6666666666666666,0.0,0.0,0.001,3.0,83518.75,4.0,105.57620817843866,334075.0,0.7,0.30000000000000004
304,0.0,0,65,5,2,0.0,0.0,0.0,0.33333333333333337,0.41666666666666663,1.0,1.0,0.0,0.0,0.0,4.0,83518.75,4.0,18.58736059479554,334075.0,0.1,0.9
306,0.0,0,67,5,3,0.0,0.0,0.0,0.8333333333333333,1.0,0.8333333333333333,0.9166666666666667,0.0,0.0,0.0,3.0,83518.75,4.0,24.442379182156134,334075.0,0.5,0.5
309,0.25,1,62,1,98,0.5,0.16666666666666669,0.0,0.16666666666666669,0.0,0.9166666666666667,1.0,0.0,0.0,0.1,3.0,18149.3,4.0,86.43122676579925,72597.2,0.1,0.9
312,0.0,0,25,5,1,0.25,0.33333333333333337,0.16666666666666669,0.33333333333333337,0.41666666666666663,0.75,0.8333333333333333,0.0,0.0,0.001,4.0,83518.75,4.0,10.687732342007434,334075.0,0.5,0.5
316,0.25,0,24,1,1,0.5,0.0,0.0,0.6666666666666666,0.41666666666666663,0.5833333333333334,0.8333333333333333,0.0,0.0,0.001,3.0,18149.3,0.0,10.687732342007434,0.0,0.3,0.7
319,0.5,1,32,4,2,0.75,0.75,0.8333333333333333,0.9166666666666667,0.9166666666666667,0.75,0.75,0.0,1.0,0.1,3.0,44266.95,2.0,18.58736059479554,88533.9,0.7,0.30000000000000004
320,1.0,0,55,1,98,1.0,0.0,0.0,0.9166666666666667,0.8333333333333333,0.9166666666666667,0.9166666666666667,0.0,0.0,0.0,3.0,18149.3,0.5,86.43122676579925,9074.65,0.9,0.09999999999999998
322,0.0,0,76,2,5,0.0,0.0,0.0,0.75,1.0,1.0,1.0,0.0,0.0,0.0,2.0,20575.8,2.0,38.38289962825279,41151.6,0.5,0.5
323,0.0,0,27,2,98,0.75,0.5,0.6666666666666666,0.5,0.5,0.5,0.5833333333333334,1.0,0.0,0.001,4.0,20575.8,1.0,86.43122676579925,20575.8,0.3,0.7
324,0.5,0,68,3,5,0.5,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.01,3.0,32707.149999999998,0.0,38.38289962825279,0.0,0.9,0.09999999999999998
325,0.25,0,72,5,4,0.5,0.33333333333333337,0.0,0.5833333333333334,0.6666666666666666,0.5,0.6666666666666666,0.0,0.0,0.02,3.0,83518.75,3.0,34.85130111524164,250556.25,0.7,0.30000000000000004
326,0.0,0,42,4,98,0.25,0.0,0.0,0.5,0.5833333333333334,1.0,1.0,0.0,0.0,0.0,2.0,44266.95,0.0,86.43122676579925,0.0,0.5,0.5
327,0.25,0,35,3,3,0.25,0.0,0.0,0.9166666666666667,0.5833333333333334,1.0,1.0,0.0,0.0,0.001,3.0,32707.149999999998,0.0,24.442379182156134,0.0,0.3,0.7
330,0.0,0,31,5,3,0.0,0.5,0.5,0.5,0.5,0.5833333333333334,0.5833333333333334,0.0,0.0,0.0,3.0,83518.75,3.0,24.442379182156134,250556.25,0.1,0.9
332,0.25,0,42,4,1,0.25,0.6666666666666666,0.41666666666666663,0.41666666666666663,0.33333333333333337,0.41666666666666663,0.5833333333333334,0.0,0.0,0.0,2.0,44266.95,0.0,10.687732342007434,0.0,0.7,0.30000000000000004
340,0.5,0,42,5,3,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.0,0.0,0.001,3.0,83518.75,1.5,24.442379182156134,125278.125,0.5,0.5
341,0.0,0,37,5,3,0.25,0.5833333333333334,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,2.0,83518.75,1.0,24.442379182156134,83518.75,0.5,0.5
343,0.0,0,62,5,98,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.001,4.0,83518.75,0.5,86.43122676579925,41759.375,0.5,0.5
344,0.25,0,39,1,6,0.5,0.0,0.0,0.16666666666666669,0.33333333333333337,0.75,0.9166666666666667,0.0,0.0,0.02,3.0,18149.3,0.0,105.57620817843866,0.0,0.1,0.9
346,0.25,0,28,3,6,0.0,0.33333333333333337,0.0,0.5,0.5833333333333334,0.41666666666666663,0.75,0.0,0.0,0.001,3.0,32707.149999999998,3.0,105.57620817843866,98121.45,0.5,0.5
348,0.0,0,78,4,6,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,44266.95,0.5,105.57620817843866,22133.475,0.9,0.09999999999999998
349,0.0,0,37,2,1,0.0,0.0,0.0,0.5833333333333334,0.5,0.5,1.0,0.0,0.0,0.001,2.0,20575.8,0.0,10.687732342007434,0.0,0.7,0.30000000000000004
350,0.75,0,57,1,98,0.25,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.001,1.0,18149.3,0.0,86.43122676579925,0.0,0.1,0.9
356,0.0,0,71,4,4,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.001,1.0,44266.95,4.0,34.85130111524164,177067.8,0.5,0.5
357,0.0,0,34,3,3,0.75,0.6666666666666666,0.5833333333333334,0.9166666666666667,1.0,0.5,0.6666666666666666,1.0,1.0,0.0,4.0,32707.149999999998,0.5,24.442379182156134,16353.574999999999,0.7,0.30000000000000004
358,0.0,0,42,3,98,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.001,2.0,32707.149999999998,0.0,86.43122676579925,0.0,0.1,0.9
360,0.0,0,54,3,3,0.0,0.0,0.41666666666666663,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.75,0.0,0.0,0.0,2.0,32707.149999999998,0.5,24.442379182156134,16353.574999999999,0.3,0.7
361,0.0,0,58,1,98,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,18149.3,0.0,86.43122676579925,0.0,0.5,0.5
362,0.0,0,69,3,3,0.25,0.5,0.16666666666666669,1.0,0.8333333333333333,0.16666666666666669,0.6666666666666666,0.0,0.0,0.001,3.0,32707.149999999998,3.0,24.442379182156134,98121.45,0.7,0.30000000000000004
363,0.0,0,58,4,98,0.25,0.0,0.0,0.6666666666666666,0.41666666666666663,0.9166666666666667,0.9166666666666667,0.0,0.0,0.001,4.0,44266.95,0.0,86.43122676579925,0.0,0.5,0.5
366,0.0,0,66,1,1,0.0,0.0,0.0,0.08333333333333331,0.16666666666666669,1.0,0.8333333333333333,0.0,0.0,0.005,2.0,18149.3,4.0,10.687732342007434,72597.2,0.1,0.9
368,0.0,0,72,1,3,0.25,0.0,0.41666666666666663,0.5833333333333334,0.75,0.9166666666666667,1.0,0.0,0.0,0.0,4.0,18149.3,0.0,24.442379182156134,0.0,0.9,0.09999999999999998
370,0.0,0,52,4,3,0.25,0.08333333333333331,0.16666666666666669,0.75,0.0,1.0,1.0,0.0,0.0,0.0,1.0,44266.95,0.0,24.442379182156134,0.0,0.1,0.9
371,0.25,1,57,4,6,0.5,0.8333333333333333,0.33333333333333337,0.5,0.33333333333333337,0.6666666666666666,0.5833333333333334,0.0,0.0,0.02,3.0,44266.95,3.0,105.57620817843866,132800.84999999998,0.3,0.7
372,0.0,0,73,2,2,0.5,0.08333333333333331,0.25,0.5,0.5,0.75,0.8333333333333333,0.0,0.0,0.0,2.0,20575.8,2.0,18.58736059479554,41151.6,0.1,0.9
374,0.0,0,28,5,98,0.5,0.0,0.0,0.41666666666666663,0.5833333333333334,0.33333333333333337,0.5833333333333334,0.0,0.0,0.001,4.0,83518.75,3.0,86.43122676579925,250556.25,0.5,0.5
376,0.0,1,51,2,1,0.0,0.0,0.0,0.08333333333333331,0.0,1.0,0.8333333333333333,0.0,0.0,0.0,4.0,20575.8,0.0,10.687732342007434,0.0,0.1,0.9
379,0.0,0,61,5,4,0.75,0.08333333333333331,0.0,0.6666666666666666,0.5833333333333334,0.75,1.0,0.0,0.0,0.01,3.0,83518.75,4.0,34.85130111524164,334075.0,0.5,0.5
381,0.25,1,76,2,6,0.5,0.25,0.75,0.8333333333333333,0.8333333333333333,0.6666666666666666,0.75,0.0,1.0,0.001,3.0,20575.8,4.0,105.57620817843866,82303.2,0.7,0.30000000000000004
386,0.25,1,32,5,98,0.5,0.0,0.0,0.5,0.5,0.5833333333333334,0.5833333333333334,0.0,0.0,0.001,3.0,83518.75,2.0,86.43122676579925,167037.5,0.7,0.30000000000000004
387,0.25,0,57,5,98,1.0,1.0,0.41666666666666663,0.5,0.5833333333333334,0.25,0.6666666666666666,0.0,0.0,0.005,4.0,83518.75,3.0,86.43122676579925,250556.25,0.7,0.30000000000000004
389,0.0,0,58,2,4,0.25,0.0,0.0,0.5,0.41666666666666663,0.5,0.6666666666666666,0.0,0.0,0.0,3.0,20575.8,2.0,34.85130111524164,41151.6,0.3,0.7
391,0.75,1,42,2,3,0.75,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.41666666666666663,0.5833333333333334,0.75,0.0,1.0,0.002,3.0,20575.8,0.0,24.442379182156134,0.0,0.7,0.30000000000000004
392,0.0,0,34,5,98,0.25,0.41666666666666663,0.5,0.5,0.6666666666666666,0.5833333333333334,0.8333333333333333,0.0,0.0,0.005,4.0,83518.75,3.0,86.43122676579925,250556.25,0.5,0.5
393,0.0,0,79,1,6,0.5,0.5,0.6666666666666666,1.0,1.0,1.0,0.9166666666666667,0.0,0.0,0.0,2.0,18149.3,0.0,105.57620817843866,0.0,0.9,0.09999999999999998
395,0.25,0,65,5,3,0.25,0.0,0.0,1.0,0.9166666666666667,1.0,1.0,0.0,0.0,0.01,2.0,83518.75,4.0,24.442379182156134,334075.0,0.5,0.5
399,0.25,0,28,5,98,0.25,0.5833333333333334,0.25,0.33333333333333337,0.41666666666666663,0.75,0.9166666666666667,0.0,0.0,0.0,4.0,83518.75,4.0,86.43122676579925,334075.0,0.7,0.30000000000000004
401,1.0,0,50,1,3,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.01,2.0,18149.3,0.0,24.442379182156134,0.0,0.9,0.09999999999999998
402,0.0,0,50,1,1,0.0,0.0,0.0,0.5,0.5,0.75,0.5833333333333334,0.0,0.0,0.0,2.0,18149.3,1.0,10.687732342007434,18149.3,0.1,0.9
404,0.25,0,66,4,4,0.75,0.0,0.0,0.41666666666666663,0.5833333333333334,0.75,0.8333333333333333,0.0,0.0,0.02,4.0,44266.95,0.0,34.85130111524164,0.0,0.1,0.9
405,0.0,0,57,3,6,0.0,0.0,0.0,0.16666666666666669,0.5,0.5833333333333334,0.8333333333333333,0.0,0.0,0.0,4.0,32707.149999999998,4.0,105.57620817843866,130828.59999999999,0.9,0.09999999999999998
406,0.0,0,69,5,6,0.75,0.41666666666666663,0.25,0.16666666666666669,0.41666666666666663,0.5,0.75,0.0,0.0,0.0,3.0,83518.75,4.0,105.57620817843866,334075.0,0.7,0.30000000000000004
408,0.0,0,20,2,98,0.0,0.33333333333333337,0.08333333333333331,0.5,0.5833333333333334,0.41666666666666663,0.5833333333333334,0.0,0.0,0.001,2.0,20575.8,0.0,86.43122676579925,0.0,0.5,0.5
411,0.25,1,60,1,3,0.0,0.0,0.0,0.5,0.5,1.0,0.9166666666666667,0.0,0.0,0.1,2.0,18149.3,0.0,24.442379182156134,0.0,0.5,0.5
412,0.0,0,42,5,6,0.25,0.0,0.0,0.5,0.5,0.5833333333333334,0.75,0.0,0.0,0.0,3.0,83518.75,0.0,105.57620817843866,0.0,0.1,0.9
413,0.0,0,56,3,3,0.0,0.16666666666666669,0.08333333333333331,0.25,0.41666666666666663,0.6666666666666666,0.75,0.0,0.0,0.002,3.0,32707.149999999998,0.0,24.442379182156134,0.0,0.3,0.7
414,0.25,0,53,2,1,0.75,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,20575.8,0.5,10.687732342007434,10287.9,0.9,0.09999999999999998
416,0.75,0,48,1,6,0.5,0.0,0.0,0.41666666666666663,0.5833333333333334,0.8333333333333333,1.0,0.0,0.0,0.02,4.0,18149.3,0.0,105.57620817843866,0.0,0.5,0.5
417,0.25,0,49,4,2,0.25,0.0,0.0,0.41666666666666663,0.6666666666666666,0.5,0.6666666666666666,0.0,0.0,0.001,2.0,44266.95,2.0,18.58736059479554,88533.9,0.9,0.09999999999999998
420,0.0,0,42,4,2,0.0,0.0,0.33333333333333337,0.16666666666666669,0.33333333333333337,0.5833333333333334,1.0,0.0,0.0,0.0,3.0,44266.95,4.0,18.58736059479554,177067.8,0.1,0.9
421,0.0,0,58,2,98,0.0,0.0,0.0,0.9166666666666667,0.8333333333333333,1.0,0.9166666666666667,0.0,0.0,0.0,2.0,20575.8,0.0,86.43122676579925,0.0,0.9,0.09999999999999998
422,0.0,0,49,3,6,0.5,0.33333333333333337,0.0,0.5833333333333334,0.41666666666666663,0.5833333333333334,0.75,0.0,0.0,0.0,4.0,32707.149999999998,4.0,105.57620817843866,130828.59999999999,0.9,0.09999999999999998
424,0.25,0,25,3,3,0.5,0.16666666666666669,0.0,0.25,0.25,0.33333333333333337,0.9166666666666667,0.0,0.0,0.002,4.0,32707.149999999998,4.0,24.442379182156134,130828.59999999999,0.3,0.7
430,0.0,0,44,3,4,0.0,0.16666666666666669,0.16666666666666669,0.6666666666666666,0.6666666666666666,0.41666666666666663,0.5833333333333334,0.0,0.0,0.0,2.0,32707.149999999998,0.0,34.85130111524164,0.0,0.7,0.30000000000000004
434,0.0,0,25,1,98,0.0,0.0,0.0,0.41666666666666663,0.5,0.5,0.5,0.0,0.0,0.0,2.0,18149.3,0.5,86.43122676579925,9074.65,0.1,0.9
436,0.5,0,54,4,3,0.5,0.41666666666666663,0.41666666666666663,0.5,0.5833333333333334,0.8333333333333333,0.75,0.0,0.0,0.1,2.0,44266.95,1.5,24.442379182156134,66400.42499999999,0.3,0.7
440,0.0,0,69,2,98,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.0,0.0,0.0,3.0,20575.8,1.0,86.43122676579925,20575.8,0.5,0.5
441,0.5,0,72,1,1,1.0,0.0,0.0,0.33333333333333337,0.41666666666666663,0.41666666666666663,0.8333333333333333,0.0,0.0,0.001,3.0,18149.3,0.0,10.687732342007434,0.0,0.3,0.7
442,0.0,0,32,5,6,0.0,0.5,0.5,0.41666666666666663,0.5,0.8333333333333333,1.0,0.0,0.0,0.001,3.0,83518.75,4.0,105.57620817843866,334075.0,0.5,0.5
443,0.75,1,32,5,3,0.25,1.0,0.75,0.5,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.0,1.0,1.0,3.0,83518.75,1.5,24.442379182156134,125278.125,0.9,0.09999999999999998
445,0.0,0,77,3,6,0.5,0.0,0.0,0.41666666666666663,0.5833333333333334,1.0,0.9166666666666667,0.0,0.0,0.0,3.0,32707.149999999998,4.0,105.57620817843866,130828.59999999999,0.3,0.7
446,0.25,0,40,4,4,0.75,0.5,0.5833333333333334,0.5,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.0,0.0,0.01,3.0,44266.95,4.0,34.85130111524164,177067.8,0.5,0.5
449,0.0,0,52,3,3,0.0,0.33333333333333337,0.08333333333333331,0.5,0.5,0.33333333333333337,0.5,0.0,0.0,0.0,3.0,32707.149999999998,4.0,24.442379182156134,130828.59999999999,0.9,0.09999999999999998
451,0.0,0,68,5,6,0.0,0.5,0.08333333333333331,0.16666666666666669,0.08333333333333331,0.41666666666666663,0.6666666666666666,0.0,0.0,0.0,4.0,83518.75,4.0,105.57620817843866,334075.0,0.9,0.09999999999999998
452,0.0,0,34,4,98,0.0,0.0,0.0,0.5,0.75,0.5833333333333334,0.75,0.0,0.0,0.001,3.0,44266.95,0.5,86.43122676579925,22133.475,0.5,0.5
454,0.25,0,57,1,98,0.0,0.0,0.0,0.5,0.25,0.41666666666666663,0.75,0.0,0.0,0.01,2.0,18149.3,0.0,86.43122676579925,0.0,0.5,0.5
457,0.0,0,44,1,98,0.0,0.0,0.0,0.16666666666666669,0.0,1.0,0.8333333333333333,0.0,0.0,0.0,3.0,18149.3,0.0,86.43122676579925,0.0,0.9,0.09999999999999998
458,0.0,0,56,1,3,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001,2.0,18149.3,1.0,24.442379182156134,18149.3,0.5,0.5
459,0.25,0,63,5,6,1.0,0.41666666666666663,0.33333333333333337,0.33333333333333337,0.16666666666666669,0.33333333333333337,0.8333333333333333,0.0,0.0,0.001,4.0,83518.75,4.0,105.57620817843866,334075.0,0.5,0.5
461,0.0,0,56,2,5,0.5,0.0,0.0,0.75,0.75,1.0,1.0,0.0,0.0,0.0,2.0,20575.8,0.0,38.38289962825279,0.0,0.5,0.5
462,0.75,0,58,3,2,0.5,0.25,0.0,0.5833333333333334,0.41666666666666663,0.6666666666666666,0.9166666666666667,0.0,0.0,0.005,2.0,32707.149999999998,0.5,18.58736059479554,16353.574999999999,0.5,0.5
463,0.0,0,69,4,98,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,3.0,44266.95,4.0,86.43122676579925,177067.8,0.5,0.5
465,0.25,0,41,5,3,0.0,0.33333333333333337,0.08333333333333331,0.33333333333333337,0.5,0.33333333333333337,0.9166666666666667,0.0,0.0,0.002,2.0,83518.75,4.0,24.442379182156134,334075.0,0.5,0.5
467,0.0,0,65,2,98,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,20575.8,4.0,86.43122676579925,82303.2,0.1,0.9
469,0.5,0,20,5,6,0.5,0.41666666666666663,0.5,0.41666666666666663,0.5,0.5833333333333334,0.5833333333333334,0.0,0.0,0.001,2.0,83518.75,4.0,105.57620817843866,334075.0,0.7,0.30000000000000004
471,0.0,0,38,2,98,0.0,0.5,0.5,0.25,0.41666666666666663,1.0,0.8333333333333333,0.0,0.0,0.001,2.0,20575.8,0.5,86.43122676579925,10287.9,0.5,0.5
477,0.0,0,61,5,3,0.5,0.25,0.33333333333333337,0.5,0.5,0.5833333333333334,0.6666666666666666,1.0,0.0,0.0,2.0,83518.75,4.0,24.442379182156134,334075.0,0.5,0.5
478,0.25,0,68,5,4,0.0,0.5833333333333334,0.5,0.33333333333333337,0.41666666666666663,0.6666666666666666,0.9166666666666667,0.0,0.0,0.001,2.0,83518.75,0.5,34.85130111524164,41759.375,0.5,0.5
481,0.0,0,71,4,3,0.0,0.16666666666666669,0.0,0.25,0.0,0.75,1.0,0.0,0.0,0.0,4.0,44266.95,4.0,24.442379182156134,177067.8,0.1,0.9
