,wet-proofing,dry-proofing
Intercept,-3.065913254294365,-2.148202844906897
worry,0.328326321859738,0.4690096852910323
perc_damage,0.2061506611745964,0.1895955025852892
Perc_probability,0.9357484557535579,0.8190719057590434
flood_experience,1.0009069693592572,1.1713188881440473
self_efficacy,1.7956245633276973,1.5589143205150549
resp_efficacy,0.6175772419438644,-0.00697477069670919
perc_cost,-1.2642747592660146,-1.5258781564618427
done_other,0.5841862592825637,-1.3304503769276812
