,wet-proofing,dry-proofing
Intercept,-2.595105983792344,-3.8993947312783224
worry,1.3549613163514675,0.49071496499739886
perc_damage,0.1632696592929165,-0.012204735192746148
Perc_probability,-0.055485340455925194,-0.13134156085765358
flood_experience,0.31164138385477286,0.5899055371222234
self_efficacy,0.8019974617892163,0.548640347142407
resp_efficacy,-0.6449686260327634,0.12290138607921942
perc_cost,-1.4334543097143253,-0.5744147409826644
done_other,1.7353081176290384,4.745511697261656
